ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_gps_tracking,action_screenshots,action_create_custom_field,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
15,14,0,45,156,0,29,0,41,43,30,0,0,0,11,,,2,Indiana,129,4,18,15,1,1738.126,No
1,1,0,8,0,0,0,0,0,32,0,0,0,0,0,,,,Arizona,141,11,6,1,0,77.922,No
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,7,11,10,4,0,519.48,No
1,0,0,14,12,1,0,1,0,0,0,0,0,0,2,1,1,,Australia,26,4,4,1,0,51.948,Yes
5,1,0,7,2,3,0,0,0,3,10,2,0,2,0,1,1,4,Nepal,0,0,1,5,0,77.948,Yes
8,3,0,84,46,0,0,0,0,140,0,0,0,525,67,,,,France,216,7,9,8,0,630.214,No
7,5,0,40,149,0,0,0,0,0,5,3,0,0,2,1,1,,Argentina,257,11,11,10,0,647.153,Yes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,New York,1,0,12,2,0,389.597,No
2,0,0,3,10,0,0,0,0,0,0,1,0,0,13,,,2,Romania,280,11,1,2,0,25.974,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,California,0,11,10,1,0,129.87,No
3,0,0,8,0,0,0,0,0,0,5,0,0,0,9,4,4,,Arkansas,143,5,6,3,0,132.353,Yes
1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,Maine,184,11,4,1,0,51.948,No
4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,,,,California,112,4,11,5,0,531.635,No
16,0,0,37,91,3,0,1,0,1,6,0,0,0,28,2,,,Austria,291,11,20,17,0,1731.561,No
23,5,0,48,188,1,246,0,0,0,0,1,0,0,12,1,1,,Arizona,223,8,19,26,0,3085.927,No
1,0,0,15,9,0,5,1,0,20,0,0,0,10,7,1,,,Arizona,248,11,2,1,0,25.974,No
4,0,0,74,42,0,58,0,0,12,0,0,0,0,0,,,,Arizona,11,1,12,4,0,419.692,No
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,6,10,10,2,0,259.74,No
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Canada,0,11,10,1,0,129.87,No
1,0,0,4,0,0,0,0,0,2,0,0,0,11,0,2,,,Netherlands,5,7,7,1,0,90.909,Yes
3,0,0,1,1,0,0,0,0,0,3,0,0,0,0,,1,,Egypt,4,4,4,3,0,155.844,Yes
0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,,,,New York,63,9,10,2,0,259.74,Yes
5,2,0,46,8,1,0,0,2,0,26,1,1,0,20,,,,Alaska,199,7,15,6,0,628.329,No
1,5,0,8,19,0,0,0,0,0,0,0,0,0,0,,,,Australia,79,3,10,1,0,673.036,Yes
1,0,0,42,0,0,0,0,0,0,0,0,0,6,0,,,,Ireland,0,11,10,1,0,129.87,No
2,0,0,2,0,1,0,0,0,3,15,0,0,3,0,2,,10,Alabama,0,11,7,2,0,158.418,No
1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,,,,Ireland,273,11,11,1,0,95.602,No
3,3,1,62,0,1,0,0,0,0,3,0,0,0,0,,,,Florida,0,0,13,6,0,659.802,No
21,12,0,46,241,1,779,0,1,137,0,0,5,315,2,,,,,132,11,17,23,0,2729.454,No
4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,France,24,1,13,9,0,1122.394,No
0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,,,6,Australia,21,2,5,1,0,936.884,Yes
2,2,0,54,9,0,0,1,0,23,0,1,0,4,0,3,1,,Malaysia,199,9,7,2,0,177.736,No
6,0,3,12,4,0,0,0,0,0,0,0,0,0,31,,,5,Connecticut,133,11,6,12,0,935.064,No
18,7,0,180,34,0,258,0,4,21,0,6,1,699,130,,2,,Alabama,305,10,19,18,0,2419.651,No
1,0,0,95,55,1,0,1,2,2,2,0,0,1,58,2,2,,Italy,29,6,6,1,0,623.376,Yes
43,5,0,65,186,0,714,0,0,0,0,1,0,1,2,2,1,3,Spain,275,10,18,43,0,3930.94,No
49,6,0,54,69,0,421,1,0,1,0,1,0,142,34,1,2,,,173,6,16,65,0,6210.139,No
5,0,0,101,0,0,0,0,0,1,0,0,0,1,3,,,2,Germany,310,11,2,5,0,37.336,No
1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,,,,California,74,3,7,1,0,49.79,Yes
2,4,0,4,6,0,0,0,0,0,0,0,0,0,0,1,1,,Idaho,0,11,10,3,0,1428.57,No
16,3,0,11,221,17,0,0,0,3,8,0,0,0,2,1,3,3,Argentina,243,10,22,17,0,1561.872,No
2,1,0,10,0,0,0,1,0,0,0,0,0,10,0,2,3,,Switzerland,193,8,3,1,1,46.722,Yes
7,0,0,53,21,1,37,0,0,0,0,1,0,0,79,,1,,United Kingdom,49,10,11,7,0,908.726,No
9,1,0,59,15,0,0,0,0,3,14,2,0,0,46,,,4,Colombia,103,5,12,10,0,1015.417,No
35,0,1,10,4,13,94,0,0,0,0,0,0,0,0,,,,California,305,10,11,37,0,1049.451,No
12,1,0,5,26,0,0,0,1,7,5,2,1,0,13,,,,Brazil,156,5,12,12,0,526.942,No
1,0,0,3,0,0,0,0,0,6,0,0,0,0,1,,1,,Washington,156,10,5,1,0,64.935,No
3,1,0,20,0,0,0,0,0,0,0,0,0,0,4,1,,,Saudi Arabia,236,7,2,2,5,38.311,Yes
3,0,0,57,113,0,35,0,0,5,0,0,0,0,0,1,1,,Maryland,192,10,4,3,0,155.844,No
1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,,,,Australia,4,0,7,1,0,77.922,Yes
1,0,0,4,8,0,0,0,0,0,0,0,0,0,1,2,1,,Florida,173,10,5,1,0,64.935,No
8,1,0,47,21,0,20,1,0,15,10,2,0,0,4,,2,,California,211,6,13,9,0,1073.852,No
1,0,0,8,29,0,0,0,0,73,0,0,0,6,17,,,2,Texas,0,10,10,1,0,129.87,No
1,1,0,9,0,0,0,0,0,0,0,0,0,0,1,,2,9,India,0,3,4,1,0,103.896,Yes
2,0,0,7,0,0,0,0,0,0,0,0,0,0,19,,,,New York,0,0,9,2,0,207.779,Yes
1,0,0,1,0,0,0,1,0,6,0,0,0,2,0,1,,,Florida,16,0,4,1,0,35.854,Yes
1,0,0,1,9,0,0,0,0,4,0,0,0,0,0,,,,United Kingdom,0,3,4,1,0,51.948,Yes
11,3,0,28,31,0,107,1,0,0,22,0,0,1,4,,,,Argentina,253,8,15,11,0,970.216,No
5,0,0,73,107,0,352,1,0,0,5,0,0,7,22,,,,Canada,282,10,11,5,0,536.51,No
1,0,0,36,1,0,0,0,0,54,0,0,0,0,4,,,,California,14,10,10,1,0,105.079,Yes
8,0,0,94,42,0,55,0,0,0,0,0,0,2,91,,,5,,187,6,11,8,0,441.506,No
5,0,0,53,11,0,0,1,0,2,8,4,0,2,9,2,2,,Germany,55,5,10,6,0,716.729,No
2,0,0,3,7,0,0,0,0,0,0,0,0,0,0,,3,,California,69,6,7,2,0,181.844,Yes
70,16,0,38,74,4,703,0,0,0,2,2,0,1561,0,1,1,3,Belgium,308,10,23,72,0,7198.776,No
13,1,2,1,18,0,0,0,0,0,0,0,0,0,1,,,,District of Columbia,6,7,13,15,0,1455.935,No
1,1,0,2,25,0,0,0,0,2,0,0,0,1,5,1,1,,Liechtenstein,26,6,6,1,0,155.844,Yes
8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,,,California,5,0,7,8,0,518.609,Yes
1,0,0,44,0,0,0,0,0,27,0,0,0,0,0,1,,,Pennsylvania,0,9,10,1,0,129.87,No
6,0,0,21,77,0,0,0,4,4,0,0,0,0,13,,1,,Germany,217,10,5,6,0,302.757,No
1,0,0,1,2,0,0,1,0,25,0,0,0,0,0,,3,,Ireland,10,10,10,2,0,259.74,No
1,0,0,56,1,0,0,0,0,0,2,0,0,1,3,1,1,,Canada,20,3,4,1,0,51.948,Yes
4,2,0,3,60,1,0,0,0,0,0,0,0,0,2,,,,Argentina,243,8,14,3,0,260.546,No
1,0,0,7,78,0,0,0,0,4,0,0,0,0,0,,,,Colorado,12,2,7,1,0,79.378,Yes
1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,,,Minnesota,86,10,9,1,0,71.383,Yes
3,0,0,44,29,0,0,1,0,0,0,0,0,0,0,,1,,,148,5,9,4,0,247.533,Yes
1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,Australia,70,3,9,1,0,99.931,No
7,0,1,46,0,0,0,0,0,1,0,0,0,0,0,1,1,,New Jersey,31,10,11,11,0,1428.531,No
1,0,0,9,10,0,0,0,0,7,0,0,0,0,0,,,,Mexico,21,1,3,1,0,25.974,Yes
10,0,0,12,62,0,0,0,0,0,0,0,0,0,22,,,1,Australia,4,0,16,10,0,949.416,No
7,0,0,115,8,1,4,0,4,0,3,0,0,0,76,2,2,25,Netherlands,126,10,12,7,0,818.974,No
8,0,0,22,32,0,12,0,4,0,0,0,0,0,0,,,1,Israel,153,5,19,8,0,415.857,Yes
5,0,0,65,2,0,0,0,1,0,0,0,1,0,2,,,,Ohio,11,0,7,5,0,319.137,Yes
7,0,0,12,494,0,0,0,0,0,35,0,0,0,0,,,,California,209,10,9,8,0,1137.799,No
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,1,,California,0,6,7,2,0,181.818,Yes
1,0,0,8,4,1,0,0,0,5,0,0,0,0,6,2,2,,Maryland,132,4,13,2,0,90.467,Yes
1,0,0,0,0,0,0,1,0,44,0,0,0,50,0,,,,California,52,11,8,1,0,103.896,No
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,1,8,9,1,0,116.883,Yes
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,0,3,7,1,0,75.309,Yes
2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,1,,Netherlands,0,4,5,2,0,129.87,Yes
1,0,0,22,0,0,0,0,0,14,0,0,0,28,0,,,,California,51,2,4,1,0,37.934,Yes
3,1,1,5,13,0,0,0,0,0,0,0,0,0,0,1,1,,France,70,2,4,4,0,90.415,Yes
5,0,0,90,175,0,4,0,0,1,0,1,0,95,13,2,,,Australia,243,10,13,5,0,551.902,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,India,100,4,2,7,0,181.818,Yes
2,0,0,17,3,0,0,0,0,12,0,0,0,17,2,1,1,,Australia,243,8,10,1,1,78.507,Yes
18,6,0,0,245,0,400,0,0,0,0,0,0,0,0,,,,Italy,7,7,12,18,0,2144.961,No
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,1,,Armenia,31,10,11,3,0,388.973,No
1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,,,,Illinois,37,10,9,6,0,701.298,No
4,3,0,69,4,0,0,1,0,0,0,0,0,0,0,2,1,,Oregon,14,8,9,4,0,467.532,No
3,1,0,5,18,0,0,0,0,0,2,2,0,0,14,,,,Florida,48,1,5,3,0,149.916,Yes
4,0,0,3,15,0,0,0,0,0,0,0,0,0,0,,1,,California,7,0,6,4,0,193.297,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,10,Canada,158,10,5,1,0,64.935,No
1,8,0,25,20,0,0,0,19,0,0,17,0,0,44,,,,Florida,17,0,11,1,0,522.418,Yes
1,0,0,12,0,1,0,0,0,0,0,0,1,0,0,1,1,,Canada,174,6,1,1,0,12.987,Yes
4,2,0,1,35,0,0,0,0,43,0,0,0,6,0,,,,Dominican Republic,215,10,12,4,0,434.46,No
1,0,0,44,10,0,3,0,0,59,0,0,0,0,15,,,,United Kingdom,142,5,9,1,0,78.91,Yes
2,1,0,1,24,0,0,0,0,10,2,0,0,0,0,1,,1,Delaware,153,10,13,3,0,310.869,No
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,Oklahoma,0,10,10,1,0,129.87,No
42,3,3,9,57,0,0,0,0,0,0,0,0,0,0,,1,,Australia,288,9,15,50,0,4018.04,No
3,5,0,7,7,0,0,0,0,0,0,0,1,0,0,1,1,,Colorado,11,0,8,3,0,535.041,Yes
1,3,0,19,25,0,0,0,0,0,0,0,0,0,11,,,1,Denmark,0,0,9,1,0,192.257,Yes
7,0,0,136,29,2,27,0,0,0,0,0,0,0,86,1,1,,Italy,188,6,15,8,0,790.322,No
1,2,0,57,0,0,0,0,0,0,0,4,0,0,0,,,,Germany,28,9,9,3,0,350.649,No
1,0,0,2,0,0,0,0,0,51,0,0,0,0,0,1,,1,Arizona,26,8,9,1,0,189.54,Yes
7,0,0,219,67,0,0,1,0,0,2,0,0,1,0,2,3,,Colorado,195,6,9,7,0,487.097,Yes
3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Nevada,0,3,4,4,0,207.792,Yes
5,0,0,8,0,0,0,0,0,0,6,1,0,0,0,1,1,1,California,6,0,7,6,0,462.683,Yes
1,0,0,5,2,0,0,1,0,0,0,0,0,8,0,,,,California,8,2,3,1,0,38.961,Yes
13,2,0,219,12,0,0,0,0,0,5,2,0,0,87,1,1,7,,11,0,15,14,0,1683.292,No
2,4,0,5,0,0,0,1,0,0,0,1,0,0,0,1,2,,Nevada,3,4,5,6,0,389.61,Yes
1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,,,,Egypt,7,5,6,1,0,77.922,Yes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,New Jersey,1,5,6,2,0,155.844,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Serbia,0,8,9,1,0,116.883,Yes
1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,,1,,Belgium,14,7,7,1,0,90.909,Yes
1,0,0,16,0,0,0,0,0,11,0,0,0,0,1,,2,,China,0,7,8,1,0,103.896,Yes
1,0,0,3,0,0,0,0,0,1,0,0,0,7,1,1,1,,South Africa,0,0,5,1,0,88.205,Yes
9,0,0,10,381,0,0,0,0,0,6,0,0,0,15,,,1,Argentina,243,10,20,10,0,1525.121,No
1,0,0,4,3,0,0,0,0,5,0,0,0,0,0,,,,Georgia,14,1,6,1,0,62.491,Yes
5,0,0,8,3,0,0,0,0,0,0,0,0,0,0,,,,Alabama,105,5,3,5,0,194.805,Yes
2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,1,,Belgium,7,3,4,2,0,103.896,Yes
37,2,0,13,4,0,49,0,0,0,5,2,0,0,0,,2,7,Alaska,10,0,19,40,0,4228.718,No
1,0,0,8,1,0,0,0,0,14,0,0,0,7,0,,1,,Florida,2,10,10,1,0,129.87,No
9,0,0,6,17,1,0,0,0,0,0,0,0,0,0,,,,Florida,202,7,4,9,0,345.956,No
6,0,0,312,41,0,68,0,19,0,27,4,0,0,0,,,5,Indonesia,192,6,6,6,0,1031.55,Yes
5,1,0,2,44,0,0,0,0,0,0,0,0,0,0,1,,,Arizona,43,1,12,9,0,1014.676,No
1,0,0,26,0,0,0,0,0,0,0,0,0,1,0,,,,Florida,20,6,6,1,0,77.922,Yes
4,6,0,12,21,0,0,1,0,15,0,0,0,2,0,1,1,,California,56,10,8,4,0,415.584,No
2,0,0,11,65,0,0,1,0,38,0,0,0,0,5,,,,Italy,279,9,9,2,0,304.395,Yes
2,0,0,3,10,0,0,0,0,2,0,0,1,0,0,2,1,,Michigan,0,0,12,2,0,189.527,Yes
12,9,1,24,29,0,0,0,0,14,0,6,3,0,28,,,,California,199,7,22,13,0,1569.633,No
1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2,,,California,0,5,6,1,0,77.922,Yes
8,1,0,29,4,0,0,0,0,0,0,0,0,0,2,,,,Australia,31,7,9,11,0,1139.671,Yes
14,3,0,7,8,0,19,0,0,0,0,0,0,9,75,1,2,,Australia,199,10,12,16,0,1793.857,No
1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,,United Kingdom,81,4,2,1,0,25.974,Yes
8,3,0,27,84,7,0,0,0,13,2,0,0,20,18,,,1,Australia,296,10,12,9,0,715.78,No
4,0,0,11,19,0,7,0,0,0,0,0,0,0,0,,1,,Germany,14,10,9,5,0,584.415,No
2,3,0,66,6,1,0,1,0,3,0,2,0,0,65,,,8,California,18,10,9,2,0,467.532,No
6,19,0,30,4,0,0,0,0,0,0,1,0,0,7,,2,,Philippines,286,10,8,11,0,878.618,No
1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,Nepal,9,0,10,1,0,116.87,No
16,0,0,283,25,2,3,0,0,2,0,0,0,0,189,,,1,Canada,215,7,15,16,0,1774.045,No
1,3,0,92,10,4,0,0,0,86,0,0,0,0,155,,2,,Brazil,16,5,5,1,0,259.74,Yes
5,2,0,124,14,0,0,0,0,0,0,0,0,0,0,,,,Canada,20,10,9,6,0,701.298,No
9,5,0,7,1,1,3,0,0,0,0,2,0,0,0,,1,,,185,10,17,8,1,807.937,No
2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,,Australia,0,6,10,2,0,236.34,Yes
1,0,0,4,28,0,0,1,1,25,0,0,0,141,5,,,,,8,10,9,1,0,116.883,No
2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,Poland,0,1,12,2,0,221.13,No
7,0,0,52,308,0,9,1,4,3,24,0,0,5,19,,,3,Brazil,280,9,16,7,0,407.667,Yes
1,0,0,2,7,0,0,0,0,32,0,0,0,0,0,,,,France,196,7,8,1,0,79.209,Yes
1,0,0,9,0,0,10,0,0,0,0,0,0,0,0,,,,France,18,10,9,1,0,116.883,No
8,7,0,105,151,5,0,0,0,0,0,0,0,0,0,1,1,,Cyprus,184,6,1,7,0,90.909,Yes
1,0,0,1,0,0,0,0,0,29,0,0,0,0,0,,,,South Africa,1,10,10,1,0,129.87,No
1,1,0,1,2,0,0,0,0,0,0,0,0,2,0,,,6,France,105,4,2,1,0,25.974,Yes
3,0,0,17,73,0,0,0,0,2,0,0,0,0,2,,1,,Alabama,183,10,9,3,0,257.179,No
0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,,United Kingdom,0,6,7,1,0,90.909,Yes
6,1,0,6,0,0,0,0,0,0,0,0,0,0,1,2,1,,Florida,38,6,5,6,0,389.61,Yes
2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,,Finland,2,0,4,2,0,77.116,Yes
2,0,0,49,47,0,0,0,0,0,0,0,0,42,0,,,,California,1,10,9,2,0,233.766,No
21,6,0,10,44,0,0,1,0,0,11,16,0,0,0,4,,,United Kingdom,83,3,13,22,0,2343.224,No
25,0,0,148,10,0,81,0,0,0,15,1,0,0,112,,,,Alabama,0,0,14,25,0,2424.292,No
3,0,0,5,0,0,0,0,0,0,0,0,0,0,2,,,1,New Mexico,73,10,7,3,0,272.727,No
2,1,0,103,0,0,0,0,0,212,0,0,0,435,0,,,,Illinois,3,10,9,2,0,233.766,No
14,6,0,10,19,0,0,0,0,0,2,1,0,0,0,1,1,,Colombia,243,10,13,15,0,1449.045,No
1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,,Sweden,31,9,9,1,0,64.883,Yes
3,0,0,4,9,0,0,0,0,0,2,0,0,0,0,1,1,,South Africa,32,5,8,3,0,544.258,Yes
12,0,1,2,133,0,14,0,0,2,0,0,0,177,2,,,,Belgium,7,1,18,13,0,1383.122,No
4,0,0,42,80,0,13,0,0,13,0,0,0,0,132,1,1,7,Germany,171,10,4,4,0,207.792,No
1,0,0,5,0,0,0,1,0,10,0,0,0,8,0,1,,,Ireland,11,10,9,1,0,116.883,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Serbia,92,10,8,1,0,116.883,No
4,1,0,9,107,0,0,0,0,0,0,0,0,0,0,,,,Mississippi,70,10,7,4,0,363.636,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Brazil,86,5,3,1,0,38.961,Yes
6,0,0,21,12,0,3,0,0,0,0,0,0,0,2,,,,Australia,137,5,7,6,0,458.9,No
4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Germany,4,1,13,4,0,459.225,No
34,26,1,64,99,2,89,1,4,0,23,0,1,0,0,,1,,Argentina,217,8,24,43,0,2967.224,Yes
1,0,0,9,6,0,0,1,0,12,0,0,0,57,8,,,,California,94,10,6,1,0,77.922,No
1,0,0,3,118,0,0,0,0,10,0,0,0,0,0,,,,California,1,0,10,1,0,116.883,No
2,0,0,9,7,0,0,0,0,27,0,1,0,3,15,1,1,,Texas,31,5,9,1,1,115.492,Yes
1,1,0,642,4,0,5,1,0,0,0,0,0,0,3,1,1,,Florida,10,7,10,1,0,217.685,No
3,0,0,31,86,0,0,0,0,2,4,0,0,0,13,1,,,South Africa,0,10,9,3,0,350.649,No
1,0,0,28,0,0,0,0,0,49,10,0,0,2,30,,,,South Korea,9,10,9,1,0,116.883,No
1,0,0,31,0,0,0,0,0,27,0,0,0,6,1,,,2,California,25,1,10,1,0,114.14,No
34,2,1,22,16,0,0,0,0,0,14,0,0,1060,0,,1,,Bahrain,287,10,19,35,0,2790.125,No
3,1,0,10,0,0,0,0,0,0,1,0,0,0,0,,,,Georgia,213,8,10,3,0,392.405,Yes
1,0,0,40,237,0,0,0,0,48,0,1,0,0,23,,,,Canada,142,9,10,1,0,105.092,No
1,0,0,17,0,0,0,0,0,1,3,0,0,0,2,1,1,1,Australia,226,7,2,1,0,19.474,Yes
2,0,0,5,0,2,0,0,0,0,0,0,0,0,12,2,2,,France,1,1,2,2,0,51.948,Yes
4,0,1,3,0,0,0,0,0,0,0,0,0,0,1,,,,Virginia,43,1,3,5,0,111.709,Yes
1,4,0,15,153,0,0,0,0,0,1,0,0,0,0,,,,California,105,5,3,3,0,116.883,Yes
7,0,0,2,0,0,0,0,0,0,10,2,0,0,0,,2,,California,56,9,9,7,0,718.432,No
16,0,0,30,33,0,94,1,1,0,0,0,0,1,59,,,2,,268,8,2,16,0,97.76,No
2,0,0,13,320,0,0,0,0,0,7,0,0,0,0,1,,,California,157,5,10,3,0,771.485,No
5,2,0,125,5,0,0,0,0,0,0,0,0,0,0,,,1,California,27,0,11,5,0,588.211,No
1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,,,,New York,4,9,9,5,0,584.415,No
2,0,0,10,170,0,0,0,0,0,17,0,0,0,0,1,,,California,6,0,10,3,0,587.535,No
3,0,0,7,0,0,0,0,0,0,0,1,0,0,1,1,1,,New Jersey,0,5,6,3,0,233.766,Yes
16,0,0,16,3,1,0,0,0,0,0,0,0,0,0,,,,California,139,9,14,16,0,616.226,Yes
4,3,0,37,152,0,0,1,6,0,0,0,0,0,0,4,5,,,224,7,12,5,0,348.361,No
1,0,0,347,9,0,0,0,0,0,0,0,0,0,0,2,1,,Germany,127,4,16,15,0,816.166,Yes
1,0,0,12,1,0,0,0,0,26,0,0,1,4,2,,1,3,Mississippi,0,4,5,1,0,64.935,Yes
3,0,0,11,4,1,7,1,0,1,0,0,0,0,21,,1,3,Australia,255,9,6,3,0,116.389,No
1,0,0,2,3,0,0,0,0,6,0,0,0,0,0,,,,California,39,4,4,1,0,51.948,Yes
10,3,0,5,30,1,27,0,0,0,0,2,0,0,5,,,5,Austria,93,9,10,9,1,1048.58,No
39,1,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,126,9,15,42,0,3216.759,Yes
31,8,9,37,14,0,0,0,0,0,0,1,0,20,0,1,1,,United Kingdom,161,5,23,40,0,2988.882,No
21,2,0,59,26,0,19,0,0,0,0,0,0,0,61,,,,Austria,18,0,13,21,0,2366.338,No
1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,42,9,8,1,0,103.896,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Massachusetts,50,1,1,1,0,12.987,Yes
2,0,0,60,0,0,34,0,0,0,1,0,0,0,0,,1,,Pakistan,3,9,9,4,0,467.532,No
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,4,,Michigan,87,2,1,1,0,12.987,Yes
1,0,0,11,69,0,0,0,0,4,0,0,0,0,22,,,,Canada,46,1,7,1,0,65.884,Yes
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,,Pennsylvania,0,0,2,1,0,38.961,Yes
3,0,0,9,0,0,0,0,0,0,7,0,0,0,0,,1,4,Georgia,1,2,3,3,0,116.883,Yes
1,0,0,68,2,0,0,0,0,39,0,0,0,172,3,,1,5,Canada,1,5,6,1,0,77.922,Yes
2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,,,,Florida,245,9,10,2,0,139.152,No
1,0,0,13,42,0,0,1,0,7,0,0,0,0,0,,2,1,Malta,10,9,9,1,0,116.883,No
3,0,0,21,23,0,43,0,0,0,0,0,0,0,2,,,,Germany,233,9,1,3,0,38.961,No
1,1,0,19,85,0,0,0,0,3,0,0,2,0,0,1,1,,New York,173,5,7,1,0,159.12,No
5,0,0,6,0,0,0,1,0,0,4,0,0,0,0,1,2,,Arizona,36,3,3,5,0,194.805,Yes
4,1,0,81,17,0,399,0,0,0,19,4,0,0,0,,,6,Poland,0,9,9,6,0,701.298,No
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Alabama,0,2,3,2,0,77.922,Yes
20,27,2,5,2,0,0,0,0,0,0,0,0,0,0,,1,,Alabama,66,2,13,33,0,3480.048,No
4,0,0,2,13,0,0,0,0,3,0,0,1,0,0,1,1,,Canada,99,6,6,4,0,322.92,Yes
1,11,0,89,25,1,0,0,0,0,22,1,0,1,14,,,,Finland,218,8,10,1,0,890.5,No
1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,,,,Spain,62,9,7,1,0,90.909,No
5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,,1,,Florida,160,5,7,5,0,265.694,No
1,0,0,4,1,1,0,0,0,9,0,0,0,0,0,1,,,Germany,188,9,3,1,0,38.961,No
33,7,0,92,46,0,728,0,0,0,2,0,0,0,0,,,,South Africa,7,0,19,33,0,2841.683,No
6,1,0,8,57,0,0,0,0,3,4,0,4,1785,0,,,,Alabama,166,9,13,6,0,631.917,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,Namibia,0,3,4,1,0,51.948,Yes
2,0,0,33,1,0,0,0,0,32,0,0,0,0,24,,,1,Canada,216,7,2,2,0,197.262,Yes
1,0,0,17,0,0,0,0,0,0,0,2,0,0,0,,,,California,1,0,5,1,0,51.831,Yes
23,6,0,8,52,0,3,0,0,4,3,0,0,4,2,6,2,,Estonia,279,9,12,22,0,954.915,Yes
1,0,0,3,9,0,80,0,0,0,0,0,0,15,0,,,,Colorado,208,9,2,1,0,25.974,No
20,15,0,81,67,0,4,1,0,0,0,5,0,0,3,1,1,,Australia,66,9,14,24,0,2695.004,No
8,0,0,64,0,0,1,1,0,0,8,1,0,214,0,,2,7,California,253,8,13,9,0,775.983,No
4,5,0,57,27,0,0,0,0,0,0,0,0,0,18,,,,France,31,5,7,9,0,701.298,Yes
4,1,0,32,4,0,0,0,0,0,0,0,0,0,0,,,,France,214,9,12,4,0,614.302,No
1,0,0,22,40,0,0,0,0,4,0,0,0,0,0,1,1,,Israel,4,9,9,1,0,116.883,No
1,0,0,37,49,0,0,0,0,92,0,2,0,8,0,,,,Spain,82,9,9,1,0,76.102,Yes
16,6,0,102,496,0,0,0,39,0,0,2,0,0,0,1,,,California,70,2,13,16,0,1932.541,No
0,0,0,8,21,1,0,0,0,18,1,0,0,4,6,1,1,,Egypt,122,4,11,1,0,400.634,Yes
